,iteration,prompt_version,start,end,type,wh_counter,wh_trap,delta,delta_us,delta_min,avg_wh_counter,avg_wh_trap
43,3,V41,2026-04-17 20:47:53.307552+02:00,2026-04-17 20:59:41.801914+02:00,global,84.0,83.21305555555556,708494362.0,708494362.0,11.808239366666667,426.8206159698417,422.82199558279615
44,3,V43c,2026-04-17 20:59:41.801957+02:00,2026-04-17 20:59:57.237779+02:00,cluster,2.0,1.6541666666666668,15435822.0,15435822.0,0.2572637,466.4474622731462,385.790921921748
45,3,V43c,2026-04-17 20:59:57.237793+02:00,2026-04-17 21:12:05.164295+02:00,global,86.0,85.32166666666666,727926502.0,727926502.0,12.132108366666667,425.3176648320465,421.96293053773167
46,3,V29,2026-04-17 21:12:05.164338+02:00,2026-04-17 21:12:14.574316+02:00,cluster,1.0,0.9188888888888889,9409978.0,9409978.0,0.15683296666666666,382.57262663100806,351.54173580427073
47,3,V29,2026-04-17 21:12:14.574330+02:00,2026-04-17 21:24:58.622713+02:00,global,90.0,89.85027777777776,764048383.0,764048383.0,12.734139716666666,424.0569147307521,423.3514620238388
48,3,V31,2026-04-17 21:24:58.622749+02:00,2026-04-17 21:25:10.320130+02:00,cluster,1.0,1.1636111111111112,11697381.0,11697381.0,0.19495635,307.761198852974,358.11435055419673
49,3,V31,2026-04-17 21:25:10.320144+02:00,2026-04-17 21:37:44.532986+02:00,global,89.0,88.75611111111112,754212842.0,754212842.0,12.570214033333333,424.81376894932265,423.6496413302918
50,3,V44b,2026-04-17 21:37:44.533010+02:00,2026-04-17 21:37:58.986451+02:00,cluster,1.0,1.6305555555555555,14453441.0,14453441.0,0.24089068333333333,249.0756353452441,406.13166096571746
51,3,V44b,2026-04-17 21:37:58.986465+02:00,2026-04-17 21:51:10.766768+02:00,global,93.0,92.90222222222222,791780303.0,791780303.0,13.196338383333334,422.8445677815757,422.4000000161661
52,4,V18,2026-04-17 21:51:10.766828+02:00,2026-04-17 22:02:58.286391+02:00,global,83.0,82.93777777777777,707519563.0,707519563.0,11.791992716666666,422.3204779427421,422.003878923133
53,4,V23,2026-04-17 22:02:58.286428+02:00,2026-04-17 22:03:04.759875+02:00,cluster,1.0,0.7280555555555556,6473447.0,6473447.0,0.10789078333333334,556.1179384028324,404.88475459828436
54,4,V23,2026-04-17 22:03:04.759890+02:00,2026-04-17 22:14:43.513052+02:00,global,81.0,82.04833333333335,698753162.0,698753162.0,11.645886033333333,417.31474840896675,422.71579731327216
55,4,V41,2026-04-17 22:14:43.513088+02:00,2026-04-17 22:14:55.823149+02:00,cluster,2.0,1.3905555555555555,12310061.0,12310061.0,0.20516768333333332,584.8874347576344,406.65923588843305
56,4,V41,2026-04-17 22:14:55.823163+02:00,2026-04-17 22:26:44.441045+02:00,global,82.0,83.21083333333334,708617882.0,708617882.0,11.810298033333334,416.58559217674383,422.7370034108172
57,4,V43c,2026-04-17 22:26:44.441086+02:00,2026-04-17 22:26:59.862140+02:00,cluster,1.0,1.6527777777777777,15421054.0,15421054.0,0.25701756666666664,233.44707826066883,385.83614323638324
58,4,V43c,2026-04-17 22:26:59.862154+02:00,2026-04-17 22:39:08.266486+02:00,global,85.0,85.63333333333333,728404332.0,728404332.0,12.1400722,420.09634835614895,423.2264780105673
59,4,V29,2026-04-17 22:39:08.266524+02:00,2026-04-17 22:39:17.692676+02:00,cluster,1.0,0.9225000000000001,9426152.0,9426152.0,0.15710253333333332,381.916183825595,352.3176795791114
60,4,V29,2026-04-17 22:39:17.692690+02:00,2026-04-17 22:52:01.054955+02:00,global,91.0,89.50527777777778,763362265.0,763362265.0,12.722704416666666,429.15403998912626,422.10496218332196
61,4,V31,2026-04-17 22:52:01.054978+02:00,2026-04-17 22:52:12.791929+02:00,cluster,1.0,1.1694444444444443,11736951.0,11736951.0,0.19561585,306.72361160918194,358.6962235762933
62,4,V31,2026-04-17 22:52:12.791943+02:00,2026-04-17 23:04:46.956989+02:00,global,90.0,88.58638888888888,754165046.0,754165046.0,12.569417433333333,429.6141828880253,422.86632308334265
63,4,V44b,2026-04-17 23:04:46.957013+02:00,2026-04-17 23:05:01.407419+02:00,cluster,1.0,1.6425,14450406.0,14450406.0,0.2408401,249.12794837736737,409.19265520982594
64,4,V44b,2026-04-17 23:05:01.407433+02:00,2026-04-17 23:18:13.483670+02:00,global,94.0,93.1,792076237.0,792076237.0,13.201270616666667,427.2316024549541,423.1410871123003
65,5,V18,2026-04-17 23:18:13.483728+02:00,2026-04-17 23:30:00.960916+02:00,global,84.0,83.0213888888889,707477188.0,707477188.0,11.791286466666667,427.4342765098456,422.45461064958045
66,5,V23,2026-04-17 23:30:00.960950+02:00,2026-04-17 23:30:07.458458+02:00,cluster,0.0,0.6875,6497508.0,6497508.0,0.1082918,0.0,380.9152678226791
67,5,V23,2026-04-17 23:30:07.458472+02:00,2026-04-17 23:41:46.548718+02:00,global,82.0,82.14750000000001,699090246.0,699090246.0,11.6515041,422.26307932209374,423.0226379098987
68,5,V41,2026-04-17 23:41:46.548764+02:00,2026-04-17 23:41:58.836084+02:00,cluster,1.0,1.4155555555555555,12287320.0,12287320.0,0.20478866666666667,292.98496336060265,414.7364925793419
69,5,V41,2026-04-17 23:41:58.836100+02:00,2026-04-17 23:53:46.827747+02:00,global,84.0,82.90305555555555,707991647.0,707991647.0,11.799860783333333,427.1236832826645,421.54593386043155
70,5,V43c,2026-04-17 23:53:46.827784+02:00,2026-04-17 23:54:02.273378+02:00,cluster,2.0,1.6341666666666665,15445594.0,15445594.0,0.2574265666666667,466.15235386868244,380.88531914020274
71,5,V43c,2026-04-17 23:54:02.273391+02:00,2026-04-18 00:06:10.686908+02:00,global,85.0,85.59555555555556,728413517.0,728413517.0,12.140225283333333,420.09105111101337,423.034434161935
72,5,V29,2026-04-18 00:06:10.686954+02:00,2026-04-18 00:06:20.078475+02:00,cluster,1.0,0.9077777777777778,9391521.0,9391521.0,0.15652535,383.3244902503013,347.973453927218
73,5,V29,2026-04-18 00:06:20.078489+02:00,2026-04-18 00:19:03.472967+02:00,global,89.0,89.75444444444445,763394478.0,763394478.0,12.7232413,419.7043720297908,423.26216564537424
74,5,V31,2026-04-18 00:19:03.472990+02:00,2026-04-18 00:19:15.167919+02:00,cluster,2.0,1.155,11694929.0,11694929.0,0.19491548333333333,615.6514502995273,355.538712547977
75,5,V31,2026-04-18 00:19:15.167932+02:00,2026-04-18 00:31:49.517408+02:00,global,89.0,88.6375,754349476.0,754349476.0,12.572491266666667,424.7368231750452,423.0068557772817
76,5,V44b,2026-04-18 00:31:49.517450+02:00,2026-04-18 00:32:04.000236+02:00,cluster,1.0,1.6141666666666667,14482786.0,14482786.0,0.24137976666666666,248.57095865394956,401.2349557605837
77,5,V44b,2026-04-18 00:32:04.000250+02:00,2026-04-18 00:45:15.816154+02:00,global,94.0,93.12972222222221,791815904.0,791815904.0,13.196931733333333,427.37206753553664,423.4153397353332
78,6,V18,2026-04-18 00:45:15.816207+02:00,2026-04-18 00:57:02.623053+02:00,global,83.0,83.10944444444445,706806846.0,706806846.0,11.7801141,422.7463297660249,423.3037663588222
79,6,V23,2026-04-18 00:57:02.623091+02:00,2026-04-18 00:57:09.126454+02:00,cluster,1.0,0.7319444444444445,6503363.0,6503363.0,0.10838938333333334,553.5597505475245,405.174984081313
80,6,V23,2026-04-18 00:57:09.126469+02:00,2026-04-18 01:08:47.828553+02:00,global,83.0,82.03472222222223,698702084.0,698702084.0,11.645034733333333,427.65007696756777,422.6765695463419
81,6,V41,2026-04-18 01:08:47.828586+02:00,2026-04-18 01:09:00.110113+02:00,cluster,1.0,1.4069444444444446,12281527.0,12281527.0,0.20469211666666667,293.12315968527366,412.40800105719757
82,6,V41,2026-04-18 01:09:00.110129+02:00,2026-04-18 01:20:48.088314+02:00,global,84.0,83.01416666666667,707978185.0,707978185.0,11.799636416666667,427.13180491571217,422.118938594132
83,6,V43c,2026-04-18 01:20:48.088357+02:00,2026-04-18 01:21:03.573377+02:00,cluster,1.0,1.6466666666666665,15485020.0,15485020.0,0.25808366666666666,232.48274784275384,382.82159144773465
84,6,V43c,2026-04-18 01:21:03.573391+02:00,2026-04-18 01:33:11.942960+02:00,global,85.0,85.38444444444445,728369569.0,728369569.0,12.139492816666667,420.11639835546174,422.0165326539061
85,6,V29,2026-04-18 01:33:11.943006+02:00,2026-04-18 01:33:21.365061+02:00,cluster,1.0,0.9344444444444444,9422055.0,9422055.0,0.15703425,382.08225275696225,357.0346384095614
86,6,V29,2026-04-18 01:33:21.365075+02:00,2026-04-18 01:46:05.382831+02:00,global,91.0,89.90166666666667,764017756.0,764017756.0,12.733629266666666,428.78584617606714,423.61057378357583
87,6,V31,2026-04-18 01:46:05.382867+02:00,2026-04-18 01:46:17.136363+02:00,cluster,1.0,1.1619444444444444,11753496.0,11753496.0,0.1958916,306.2918471236133,355.89411014390953
88,6,V31,2026-04-18 01:46:17.136378+02:00,2026-04-18 01:58:50.805184+02:00,global,88.0,88.45972222222223,753668806.0,753668806.0,12.561146766666667,420.3437869232975,422.5397116939984
89,6,V44b,2026-04-18 01:58:50.805218+02:00,2026-04-18 01:59:05.289377+02:00,cluster,2.0,1.6327777777777777,14484159.0,14484159.0,0.24140265,497.0947916271839,405.82266460897034
90,6,V44b,2026-04-18 01:59:05.289392+02:00,2026-04-18 02:12:17.444913+02:00,global,93.0,93.44777777777779,792155521.0,792155521.0,13.202592016666667,422.64428022587754,424.6792341677059
91,7,V18,2026-04-18 02:12:17.444942+02:00,2026-04-18 02:24:04.397189+02:00,global,84.0,82.86555555555555,706952247.0,706952247.0,11.78253745,427.75166396776444,421.97475326788225
92,7,V23,2026-04-18 02:24:04.397214+02:00,2026-04-18 02:24:10.895755+02:00,cluster,0.0,0.69,6498541.0,6498541.0,0.10830901666666666,0.0,382.239644252456
93,7,V23,2026-04-18 02:24:10.895770+02:00,2026-04-18 02:35:49.752393+02:00,global,83.0,81.93555555555555,698856623.0,698856623.0,11.647610383333333,427.5555101951148,422.072268176816
94,7,V41,2026-04-18 02:35:49.752431+02:00,2026-04-18 02:36:02.057716+02:00,cluster,1.0,1.4108333333333332,12305285.0,12305285.0,0.20508808333333334,292.5572223642118,412.7494812188421
95,7,V41,2026-04-18 02:36:02.057730+02:00,2026-04-18 02:47:50.604709+02:00,global,84.0,83.27888888888887,708546979.0,708546979.0,11.809116316666668,426.7889200893763,423.1250839896672
96,7,V43c,2026-04-18 02:47:50.604733+02:00,2026-04-18 02:48:06.073874+02:00,cluster,2.0,1.6186111111111112,15469141.0,15469141.0,0.2578190166666667,465.4427805655143,376.6854281048961
97,7,V43c,2026-04-18 02:48:06.073888+02:00,2026-04-18 03:00:13.863183+02:00,global,86.0,85.60916666666665,727789295.0,727789295.0,12.129821583333333,425.39784815054196,423.46459630187326
98,7,V29,2026-04-18 03:00:13.863221+02:00,2026-04-18 03:00:23.250860+02:00,cluster,1.0,0.9166666666666667,9387639.0,9387639.0,0.15646065,383.4830035539287,351.5260865911014
99,7,V29,2026-04-18 03:00:23.250874+02:00,2026-04-18 03:13:06.853618+02:00,global,91.0,89.54583333333333,763602744.0,763602744.0,12.7267124,429.0188878629802,422.16322889484013
100,7,V31,2026-04-18 03:13:06.853661+02:00,2026-04-18 03:13:18.572410+02:00,cluster,1.0,1.152777777777778,11718749.0,11718749.0,0.19531248333333334,307.2000262144022,354.13336355271366
101,7,V31,2026-04-18 03:13:18.572424+02:00,2026-04-18 03:25:52.386492+02:00,global,88.0,88.32638888888889,753814068.0,753814068.0,12.5635678,420.2627855440872,421.82152535789504
102,7,V44b,2026-04-18 03:25:52.386525+02:00,2026-04-18 03:26:06.843725+02:00,cluster,2.0,1.6375000000000002,14457200.0,14457200.0,0.24095333333333332,498.0217469496168,407.7553053149988
103,7,V44b,2026-04-18 03:26:06.843739+02:00,2026-04-18 03:39:18.873155+02:00,global,93.0,93.31722222222221,792029416.0,792029416.0,13.200490266666666,422.7115726216916,424.1534382606819
104,8,V18,2026-04-18 03:39:18.873224+02:00,2026-04-18 03:51:06.438246+02:00,global,84.0,83.11805555555556,707565022.0,707565022.0,11.792750366666667,427.38121670463244,422.89399658876863
105,8,V23,2026-04-18 03:51:06.438283+02:00,2026-04-18 03:51:12.931739+02:00,cluster,1.0,0.7000000000000001,6493456.0,6493456.0,0.10822426666666667,554.4043110479228,388.08301773354594
106,8,V23,2026-04-18 03:51:12.931753+02:00,2026-04-18 04:02:51.480450+02:00,global,83.0,82.11666666666667,698548697.0,698548697.0,11.642478283333332,427.7439801737974,423.19168480246987
107,8,V41,2026-04-18 04:02:51.480473+02:00,2026-04-18 04:03:03.754876+02:00,cluster,1.0,1.4133333333333333,12274403.0,12274403.0,0.20457338333333333,293.2932868506925,414.5211787489786
108,8,V41,2026-04-18 04:03:03.754890+02:00,2026-04-18 04:14:52.223703+02:00,global,84.0,83.14888888888888,708468813.0,708468813.0,11.80781355,426.83600809397944,422.5111882236091
109,8,V43c,2026-04-18 04:14:52.223742+02:00,2026-04-18 04:15:07.659522+02:00,cluster,2.0,1.6530555555555555,15435780.0,15435780.0,0.257263,466.44873145380404,385.5328334557761
110,8,V43c,2026-04-18 04:15:07.659537+02:00,2026-04-18 04:27:15.086015+02:00,global,86.0,85.27333333333333,727426478.0,727426478.0,12.123774633333333,425.61002295547456,422.0137832266259
111,8,V29,2026-04-18 04:27:15.086055+02:00,2026-04-18 04:27:24.496694+02:00,cluster,1.0,0.9363888888888889,9410639.0,9410639.0,0.15684398333333333,382.54575486319266,358.2115943455062
112,8,V29,2026-04-18 04:27:24.496708+02:00,2026-04-18 04:40:08.153655+02:00,global,90.0,89.54416666666667,763656947.0,763656947.0,12.727615783333333,424.27427822508895,422.1254075751897
113,8,V31,2026-04-18 04:40:08.153676+02:00,2026-04-18 04:40:19.980233+02:00,cluster,1.0,1.1452777777777778,11826557.0,11826557.0,0.19710928333333333,304.39966593827774,348.6221729620886
114,8,V31,2026-04-18 04:40:19.980248+02:00,2026-04-18 04:52:54.202372+02:00,global,89.0,88.83027777777778,754222124.0,754222124.0,12.570368733333334,424.8085408854965,423.99843471046205
115,8,V44b,2026-04-18 04:52:54.202410+02:00,2026-04-18 04:53:08.691639+02:00,cluster,2.0,1.6066666666666665,14489229.0,14489229.0,0.24148715,496.9208506539582,399.1930833586797
116,8,V44b,2026-04-18 04:53:08.691653+02:00,2026-04-18 05:06:20.241651+02:00,global,93.0,93.15555555555555,791549998.0,791549998.0,13.192499966666666,422.96759629326664,423.6750689752386
117,9,V18,2026-04-18 05:06:20.241698+02:00,2026-04-18 05:18:07.984526+02:00,global,83.0,82.90083333333332,707742828.0,707742828.0,11.7957138,422.1872524577529,421.6828319452783
